employee_id,week,dept,hourly_rate,hours,ot_hours,rounded_to,long_week_flag,gross
E003,26,Sales,33.08,42.0,2.0,1,0,1389.18
E004,1,Finance,16.73,30.0,0.0,15,0,501.96
E004,2,Finance,16.73,30.0,0.0,15,0,501.96
E004,3,Finance,16.73,41.0,1.0,1,0,686.02
E004,4,Finance,16.73,30.0,0.0,6,0,501.96
E004,5,Finance,16.73,43.0,3.0,1,0,719.48
E004,6,Finance,16.73,35.0,0.0,1,0,585.62
E004,7,Finance,16.73,46.0,6.0,1,0,769.68
E004,8,Finance,16.73,42.0,2.0,1,0,702.75
E004,9,Finance,16.73,36.0,0.0,6,0,602.35
E004,10,Finance,16.73,36.0,0.0,6,0,602.35
E004,11,Finance,16.73,40.0,0.0,1,0,669.28
E004,12,Finance,16.73,45.0,5.0,15,0,752.94
E004,13,Finance,16.73,30.0,0.0,15,0,501.96
E004,14,Finance,16.73,42.0,2.0,1,0,702.75
E004,15,Finance,16.73,42.0,2.0,6,0,702.75
E004,16,Finance,16.73,33.0,0.0,1,0,552.16
E004,17,Finance,16.73,49.0,9.0,1,0,819.87
E004,18,Finance,16.73,40.0,0.0,1,0,669.28
E004,19,Finance,16.73,42.0,2.0,1,0,702.75
E004,20,Finance,16.73,44.0,4.0,1,0,736.21
E004,21,Finance,16.73,45.0,5.0,15,0,752.94
E004,22,Finance,16.73,42.0,2.0,6,0,702.75
E004,23,Finance,16.73,37.0,0.0,1,0,619.09
E004,24,Finance,16.73,30.0,0.0,15,0,501.96
E004,25,Finance,16.73,42.0,2.0,6,0,702.75
E004,26,Finance,16.73,29.0,0.0,1,0,485.23
E005,1,Sales,44.34,36.0,0.0,6,0,1596.28
E005,2,Sales,44.34,33.0,0.0,1,0,1463.25
E005,3,Sales,44.34,46.0,6.0,1,0,2039.69
E005,4,Sales,44.34,36.0,0.0,6,0,1596.28
E005,5,Sales,44.34,30.0,0.0,15,0,1330.23
E005,6,Sales,44.34,36.0,0.0,6,0,1596.28
E005,7,Sales,44.34,43.0,3.0,1,0,1906.66
E005,8,Sales,44.34,30.0,0.0,15,0,1330.23
E005,9,Sales,44.34,35.0,0.0,1,0,1551.93
E005,10,Sales,44.34,42.0,2.0,6,0,1862.32
E005,11,Sales,44.34,39.0,0.0,1,0,1729.3
E005,12,Sales,44.34,41.0,1.0,1,0,1817.98
E005,13,Sales,44.34,45.0,5.0,15,0,1995.34
E005,14,Sales,44.34,38.0,0.0,1,0,1684.96
E005,15,Sales,44.34,48.0,8.0,1,0,2128.37
E005,16,Sales,44.34,30.0,0.0,15,0,1330.23
E005,17,Sales,44.34,30.0,0.0,15,0,1330.23
E005,18,Sales,44.34,36.0,0.0,1,0,1596.28
E005,19,Sales,44.34,41.0,1.0,1,0,1817.98
E005,20,Sales,44.34,42.0,2.0,1,0,1862.32
E005,21,Sales,44.34,30.0,0.0,6,0,1330.23
E005,22,Sales,44.34,29.0,0.0,1,0,1285.89
E005,23,Sales,44.34,42.0,2.0,6,0,1862.32
E005,24,Sales,44.34,45.0,5.0,15,0,1995.34
E005,25,Sales,44.34,44.0,4.0,1,0,1951.0
E005,26,Sales,44.34,42.0,2.0,6,0,1862.32
E006,1,Operations,34.09,38.0,0.0,1,0,1295.49
E006,2,Operations,34.09,45.0,5.0,15,0,1534.13
E006,3,Operations,34.09,36.0,0.0,6,0,1227.31
E006,4,Operations,34.09,42.0,2.0,6,0,1431.86
E006,5,Operations,34.09,39.0,0.0,1,0,1329.58
E006,6,Operations,34.09,35.0,0.0,1,0,1193.22
E006,7,Operations,34.09,44.0,4.0,1,0,1500.04
E006,8,Operations,34.09,43.0,3.0,1,0,1465.95
E006,9,Operations,34.09,41.0,1.0,1,0,1397.77
E006,10,Operations,34.09,30.0,0.0,15,0,1022.76
E006,11,Operations,34.09,42.0,2.0,6,0,1431.86
E006,12,Operations,34.09,41.0,1.0,1,0,1397.77
E006,13,Operations,34.09,42.0,2.0,6,0,1431.86
E006,14,Operations,34.09,33.0,0.0,1,0,1125.03
E006,15,Operations,34.09,38.0,0.0,1,0,1295.49
E006,16,Operations,34.09,45.0,5.0,1,0,1534.13
E006,17,Operations,34.09,32.0,0.0,1,0,1090.94
E006,18,Operations,34.09,42.0,2.0,1,0,1431.86
E006,19,Operations,34.09,42.0,2.0,1,0,1431.86
E006,20,Operations,34.09,44.0,4.0,1,0,1500.04
E006,21,Operations,34.09,45.0,5.0,15,0,1534.13
E006,22,Operations,34.09,45.0,5.0,15,0,1534.13
E006,23,Operations,34.09,42.0,2.0,1,0,1431.86
E006,24,Operations,34.09,30.0,0.0,15,0,1022.76
E006,25,Operations,34.09,30.0,0.0,15,0,1022.76
E006,26,Operations,34.09,42.0,2.0,6,0,1431.86
E007,1,Operations,37.56,45.0,5.0,15,0,1690.42
E007,2,Operations,37.56,30.0,0.0,15,0,1126.95
E007,3,Operations,37.56,42.0,2.0,6,0,1577.73
E007,4,Operations,37.56,43.0,3.0,1,0,1615.29
E007,5,Operations,37.56,44.0,4.0,1,0,1652.86
E007,6,Operations,37.56,36.0,0.0,6,0,1352.34
E007,7,Operations,37.56,40.0,0.0,1,0,1502.6
E007,8,Operations,37.56,28.0,0.0,1,0,1051.82
E007,9,Operations,37.56,41.0,1.0,1,0,1540.16
E007,10,Operations,37.56,36.0,0.0,6,0,1352.34
E007,11,Operations,37.56,48.0,8.0,1,0,1803.12
E007,12,Operations,37.56,36.0,0.0,6,0,1352.34
E007,13,Operations,37.56,36.0,0.0,6,0,1352.34
E007,14,Operations,37.56,36.0,0.0,6,0,1352.34
E007,15,Operations,37.56,36.0,0.0,6,0,1352.34
E007,16,Operations,37.56,44.0,4.0,1,0,1652.86
E007,17,Operations,37.56,45.0,5.0,15,0,1690.42
E007,18,Operations,37.56,48.0,8.0,1,0,1803.12
E007,19,Operations,37.56,41.0,1.0,1,0,1540.16
E007,20,Operations,37.56,45.0,5.0,15,0,1690.42
E007,21,Operations,37.56,45.0,5.0,15,0,1690.42
E007,22,Operations,37.56,42.0,2.0,6,0,1577.73
E007,23,Operations,37.56,46.0,6.0,1,0,1727.99
E007,24,Operations,37.56,36.0,0.0,6,0,1352.34
E007,25,Operations,37.56,30.0,0.0,1,0,1126.95
E007,26,Operations,37.56,42.0,2.0,6,0,1577.73
E008,1,Finance,42.54,36.0,0.0,1,0,1531.48
E008,2,Finance,42.54,45.0,5.0,15,0,1914.36
E008,3,Finance,42.54,45.0,5.0,15,0,1914.36
E008,4,Finance,42.54,27.0,0.0,1,0,1148.61
E008,5,Finance,42.54,45.0,5.0,15,0,1914.36
E008,6,Finance,42.54,33.0,0.0,1,0,1403.86
E008,7,Finance,42.54,45.0,5.0,15,0,1914.36
E008,8,Finance,42.54,37.0,0.0,1,0,1574.03
E008,9,Finance,42.54,40.0,0.0,1,0,1701.65
E008,10,Finance,42.54,36.0,0.0,6,0,1531.48
E008,11,Finance,42.54,45.0,5.0,15,0,1914.36
E008,12,Finance,42.54,30.0,0.0,15,0,1276.24
E008,13,Finance,42.54,42.0,2.0,6,0,1786.73
E008,14,Finance,42.54,48.0,8.0,6,0,2041.98
E008,15,Finance,42.54,42.0,2.0,1,0,1786.73
E008,16,Finance,42.54,45.0,5.0,15,0,1914.36
E008,17,Finance,42.54,41.0,1.0,1,0,1744.19
E008,18,Finance,42.54,44.0,4.0,1,0,1871.81
E008,19,Finance,42.54,45.0,5.0,15,0,1914.36
E008,20,Finance,42.54,43.0,3.0,1,0,1829.27
E008,21,Finance,42.54,42.0,2.0,6,0,1786.73
E008,22,Finance,42.54,40.0,0.0,1,0,1701.65
E008,23,Finance,42.54,41.0,1.0,1,0,1744.19
E008,24,Finance,42.54,45.0,5.0,15,0,1914.36
E008,25,Finance,42.54,43.0,3.0,1,0,1829.27
E008,26,Finance,42.54,30.0,0.0,15,0,1276.24
E009,1,Sales,41.09,45.0,5.0,1,0,1849.19
E009,2,Sales,41.09,39.0,0.0,1,0,1602.63
E009,3,Sales,41.09,36.0,0.0,6,0,1479.35
E009,4,Sales,41.09,36.0,0.0,1,0,1479.35
E009,5,Sales,41.09,40.0,0.0,1,0,1643.72
E009,6,Sales,41.09,38.0,0.0,1,0,1561.54
E009,7,Sales,41.09,36.0,0.0,6,0,1479.35
E009,8,Sales,41.09,45.0,5.0,15,0,1849.19
E009,9,Sales,41.09,40.0,0.0,1,0,1643.72
E009,10,Sales,41.09,54.0,14.0,6,1,2219.03
E009,11,Sales,41.09,48.0,8.0,6,0,1972.47
E009,12,Sales,41.09,32.0,0.0,1,0,1314.98
E009,13,Sales,41.09,44.0,4.0,1,0,1808.1
E009,14,Sales,41.09,45.0,5.0,15,0,1849.19
E009,15,Sales,41.09,42.0,2.0,1,0,1725.91
E009,16,Sales,41.09,38.0,0.0,1,0,1561.54
E009,17,Sales,41.09,36.0,0.0,6,0,1479.35
E009,18,Sales,41.09,30.0,0.0,6,0,1232.79
E009,19,Sales,41.09,36.0,0.0,6,0,1479.35
E009,20,Sales,41.09,42.0,2.0,6,0,1725.91
E009,21,Sales,41.09,36.0,0.0,6,0,1479.35
E009,22,Sales,41.09,45.0,5.0,15,0,1849.19
E009,23,Sales,41.09,45.0,5.0,15,0,1849.19
E009,24,Sales,41.09,30.0,0.0,15,0,1232.79
E009,25,Sales,41.09,42.0,2.0,6,0,1725.91
E009,26,Sales,41.09,36.0,0.0,1,0,1479.35
E010,1,Sales,37.56,30.0,0.0,15,0,1126.69
E010,2,Sales,37.56,49.0,9.0,1,0,1840.27
E010,3,Sales,37.56,45.0,5.0,15,0,1690.04
E010,4,Sales,37.56,45.0,5.0,15,0,1690.04
E010,5,Sales,37.56,30.0,0.0,6,0,1126.69
E010,6,Sales,37.56,43.0,3.0,1,0,1614.93
E010,7,Sales,37.56,45.0,5.0,15,0,1690.04
E010,8,Sales,37.56,45.0,5.0,15,0,1690.04
E010,9,Sales,37.56,43.0,3.0,1,0,1614.93
E010,10,Sales,37.56,48.0,8.0,6,0,1802.71
E010,11,Sales,37.56,37.0,0.0,1,0,1389.59
E010,12,Sales,37.56,30.0,0.0,6,0,1126.69
E010,13,Sales,37.56,42.0,2.0,6,0,1577.37
E010,14,Sales,37.56,40.0,0.0,1,0,1502.26
E010,15,Sales,37.56,38.0,0.0,1,0,1427.14
E010,16,Sales,37.56,36.0,0.0,6,0,1352.03
E010,17,Sales,37.56,42.0,2.0,1,0,1577.37
E010,18,Sales,37.56,41.0,1.0,1,0,1539.81
E010,19,Sales,37.56,35.0,0.0,1,0,1314.48
E010,20,Sales,37.56,30.0,0.0,15,0,1126.69
E010,21,Sales,37.56,38.0,0.0,1,0,1427.14
E010,22,Sales,37.56,41.0,1.0,1,0,1539.81
E010,23,Sales,37.56,35.0,0.0,1,0,1314.48
E010,24,Sales,37.56,45.0,5.0,15,0,1690.04
E010,25,Sales,37.56,48.0,8.0,6,0,1802.71
E010,26,Sales,37.56,48.0,8.0,6,0,1802.71
E011,1,Finance,40.31,51.0,11.0,1,1,2055.71
E011,2,Finance,40.31,45.0,5.0,15,0,1813.86
E011,3,Finance,40.31,42.0,2.0,6,0,1692.94
E011,4,Finance,40.31,36.0,0.0,6,0,1451.09
E011,5,Finance,40.31,48.0,8.0,6,0,1934.79
E011,6,Finance,40.31,29.0,0.0,1,0,1168.94
E011,7,Finance,40.31,42.0,2.0,6,0,1692.94
E011,8,Finance,40.31,42.0,2.0,6,0,1692.94
E011,9,Finance,40.31,36.0,0.0,1,0,1451.09
E011,10,Finance,40.31,45.0,5.0,15,0,1813.86
E011,11,Finance,40.31,37.0,0.0,1,0,1491.4
E011,12,Finance,40.31,42.0,2.0,6,0,1692.94
E011,13,Finance,40.31,50.0,10.0,1,0,2015.41
E011,14,Finance,40.31,37.0,0.0,1,0,1491.4
E011,15,Finance,40.31,36.0,0.0,1,0,1451.09
E011,16,Finance,40.31,45.0,5.0,15,0,1813.86
E011,17,Finance,40.31,42.0,2.0,6,0,1692.94
E011,18,Finance,40.31,35.0,0.0,1,0,1410.78
E011,19,Finance,40.31,38.0,0.0,1,0,1531.71
E011,20,Finance,40.31,34.0,0.0,1,0,1370.48
E011,21,Finance,40.31,36.0,0.0,6,0,1451.09
E011,22,Finance,40.31,44.0,4.0,1,0,1773.56
E011,23,Finance,40.31,46.0,6.0,1,0,1854.17
E011,24,Finance,40.31,44.0,4.0,1,0,1773.56
E011,25,Finance,40.31,48.0,8.0,6,0,1934.79
E011,26,Finance,40.31,45.0,5.0,1,0,1813.86
E012,1,Operations,25.69,45.0,5.0,1,0,1155.92
E012,2,Operations,25.69,42.0,2.0,1,0,1078.86
E012,3,Operations,25.69,42.0,2.0,6,0,1078.86
E012,4,Operations,25.69,42.0,2.0,6,0,1078.86
E012,5,Operations,25.69,42.0,2.0,6,0,1078.86
E012,6,Operations,25.69,44.0,4.0,1,0,1130.23
E012,7,Operations,25.69,48.0,8.0,6,0,1232.98
E012,8,Operations,25.69,30.0,0.0,15,0,770.61
E012,9,Operations,25.69,30.0,0.0,6,0,770.61
E012,10,Operations,25.69,46.0,6.0,1,0,1181.61
E012,11,Operations,25.69,38.0,0.0,1,0,976.11
E012,12,Operations,25.69,42.0,2.0,6,0,1078.86
E012,13,Operations,25.69,37.0,0.0,1,0,950.42
E012,14,Operations,25.69,37.0,0.0,1,0,950.42
E012,15,Operations,25.69,42.0,2.0,6,0,1078.86
E012,16,Operations,25.69,42.0,2.0,6,0,1078.86
E012,17,Operations,25.69,33.0,0.0,1,0,847.67
E012,18,Operations,25.69,44.0,4.0,1,0,1130.23
E012,19,Operations,25.69,30.0,0.0,15,0,770.61
E012,20,Operations,25.69,45.0,5.0,15,0,1155.92
E012,21,Operations,25.69,30.0,0.0,15,0,770.61
E012,22,Operations,25.69,37.0,0.0,1,0,950.42
E012,23,Operations,25.69,45.0,5.0,15,0,1155.92
E012,24,Operations,25.69,37.0,0.0,1,0,950.42
E012,25,Operations,25.69,37.0,0.0,1,0,950.42
E012,26,Operations,25.69,48.0,8.0,1,0,1232.98
E013,1,Sales,20.18,45.0,5.0,15,0,908.01
E013,2,Sales,20.18,36.0,0.0,1,0,726.41
E013,3,Sales,20.18,42.0,2.0,6,0,847.47
E013,4,Sales,20.18,40.0,0.0,1,0,807.12
E013,5,Sales,20.18,48.0,8.0,6,0,968.54
E013,6,Sales,20.18,30.0,0.0,6,0,605.34
E013,7,Sales,20.18,41.0,1.0,1,0,827.3
E013,8,Sales,20.18,45.0,5.0,15,0,908.01
E013,9,Sales,20.18,36.0,0.0,6,0,726.41
E013,10,Sales,20.18,36.0,0.0,6,0,726.41
E013,11,Sales,20.18,45.0,5.0,15,0,908.01
E013,12,Sales,20.18,42.0,2.0,6,0,847.47
E013,13,Sales,20.18,36.0,0.0,6,0,726.41
E013,14,Sales,20.18,36.0,0.0,6,0,726.41
E013,15,Sales,20.18,47.0,7.0,1,0,948.36
E013,16,Sales,20.18,30.0,0.0,6,0,605.34
E013,17,Sales,20.18,30.0,0.0,15,0,605.34
E013,18,Sales,20.18,43.0,3.0,1,0,867.65
E013,19,Sales,20.18,39.0,0.0,1,0,786.94
E013,20,Sales,20.18,35.0,0.0,1,0,706.23
E013,21,Sales,20.18,39.0,0.0,1,0,786.94
E013,22,Sales,20.18,31.0,0.0,1,0,625.52
E013,23,Sales,20.18,42.0,2.0,6,0,847.47
E013,24,Sales,20.18,48.0,8.0,1,0,968.54
E013,25,Sales,20.18,42.0,2.0,6,0,847.47
E013,26,Sales,20.18,45.0,5.0,1,0,908.01
E014,1,Finance,30.13,45.0,5.0,15,0,1355.95
E014,2,Finance,30.13,36.0,0.0,6,0,1084.76
E014,3,Finance,30.13,35.0,0.0,1,0,1054.63
E014,4,Finance,30.13,38.0,0.0,1,0,1145.03
E014,5,Finance,30.13,42.0,2.0,6,0,1265.55
E014,6,Finance,30.13,42.0,2.0,6,0,1265.55
E014,7,Finance,30.13,43.0,3.0,1,0,1295.69
E014,8,Finance,30.13,36.0,0.0,6,0,1084.76
E014,9,Finance,30.13,47.0,7.0,1,0,1416.22
E014,10,Finance,30.13,43.0,3.0,1,0,1295.69
E014,11,Finance,30.13,36.0,0.0,6,0,1084.76
E014,12,Finance,30.13,45.0,5.0,1,0,1355.95
E014,13,Finance,30.13,42.0,2.0,6,0,1265.55
E014,14,Finance,30.13,43.0,3.0,1,0,1295.69
E014,15,Finance,30.13,32.0,0.0,1,0,964.23
E014,16,Finance,30.13,42.0,2.0,6,0,1265.55
E014,17,Finance,30.13,42.0,2.0,6,0,1265.55
E014,18,Finance,30.13,46.0,6.0,1,0,1386.08
E014,19,Finance,30.13,43.0,3.0,1,0,1295.69
E014,20,Finance,30.13,45.0,5.0,15,0,1355.95
E014,21,Finance,30.13,30.0,0.0,15,0,903.97
E014,22,Finance,30.13,45.0,5.0,1,0,1355.95
E014,23,Finance,30.13,32.0,0.0,1,0,964.23
E014,24,Finance,30.13,45.0,5.0,15,0,1355.95
E014,25,Finance,30.13,34.0,0.0,1,0,1024.5
E014,26,Finance,30.13,45.0,5.0,15,0,1355.95
E015,1,HR,15.83,43.0,3.0,1,0,680.73
E015,2,HR,15.83,36.0,0.0,6,0,569.91
E015,3,HR,15.83,30.0,0.0,15,0,474.93
E015,4,HR,15.83,30.0,0.0,15,0,474.93
E015,5,HR,15.83,42.0,2.0,1,0,664.9
E015,6,HR,15.83,42.0,2.0,6,0,664.9
E015,7,HR,15.83,48.0,8.0,6,0,759.88
E015,8,HR,15.83,42.0,2.0,6,0,664.9
E015,9,HR,15.83,30.0,0.0,15,0,474.93
E015,10,HR,15.83,49.0,9.0,1,0,775.71
E015,11,HR,15.83,34.0,0.0,1,0,538.25
E015,12,HR,15.83,34.0,0.0,1,0,538.25
E015,13,HR,15.83,30.0,0.0,15,0,474.93
E015,14,HR,15.83,30.0,0.0,15,0,474.93
E015,15,HR,15.83,43.0,3.0,1,0,680.73
E015,16,HR,15.83,34.0,0.0,1,0,538.25
E015,17,HR,15.83,41.0,1.0,1,0,649.07
E015,18,HR,15.83,36.0,0.0,6,0,569.91
E015,19,HR,15.83,41.0,1.0,1,0,649.07
E015,20,HR,15.83,36.0,0.0,6,0,569.91
E015,21,HR,15.83,45.0,5.0,15,0,712.39
E015,22,HR,15.83,38.0,0.0,1,0,601.57
E015,23,HR,15.83,41.0,1.0,1,0,649.07
E015,24,HR,15.83,44.0,4.0,1,0,696.56
E015,25,HR,15.83,38.0,0.0,1,0,601.57
E015,26,HR,15.83,35.0,0.0,1,0,554.08
E016,1,Warehouse,18.83,42.0,2.0,1,0,790.67
E016,2,Warehouse,18.83,43.0,3.0,1,0,809.5
E016,3,Warehouse,18.83,40.0,0.0,1,0,753.02
E016,4,Warehouse,18.83,45.0,5.0,15,0,847.15
E016,5,Warehouse,18.83,48.0,8.0,6,0,903.63
E016,6,Warehouse,18.83,42.0,2.0,6,0,790.67
E016,7,Warehouse,18.83,39.0,0.0,1,0,734.2
E016,8,Warehouse,18.83,42.0,2.0,6,0,790.67
E016,9,Warehouse,18.83,45.0,5.0,15,0,847.15
E016,10,Warehouse,18.83,45.0,5.0,15,0,847.15
E016,11,Warehouse,18.83,42.0,2.0,6,0,790.67
E016,12,Warehouse,18.83,30.0,0.0,15,0,564.77
E016,13,Warehouse,18.83,45.0,5.0,15,0,847.15
E016,14,Warehouse,18.83,36.0,0.0,6,0,677.72
E016,15,Warehouse,18.83,48.0,8.0,6,0,903.63
E016,16,Warehouse,18.83,45.0,5.0,15,0,847.15
E016,17,Warehouse,18.83,45.0,5.0,1,0,847.15
E016,18,Warehouse,18.83,46.0,6.0,1,0,865.97
E016,19,Warehouse,18.83,43.0,3.0,1,0,809.5
E016,20,Warehouse,18.83,43.0,3.0,1,0,809.5
E016,21,Warehouse,18.83,45.0,5.0,15,0,847.15
E016,22,Warehouse,18.83,36.0,0.0,6,0,677.72
E016,23,Warehouse,18.83,38.0,0.0,1,0,715.37
E016,24,Warehouse,18.83,42.0,2.0,6,0,790.67
E016,25,Warehouse,18.83,36.0,0.0,1,0,677.72
E016,26,Warehouse,18.83,42.0,2.0,6,0,790.67
E017,1,Operations,21.38,42.0,2.0,6,0,898.08
E017,2,Operations,21.38,35.0,0.0,1,0,748.4
E017,3,Operations,21.38,41.0,1.0,1,0,876.7
E017,4,Operations,21.38,43.0,3.0,1,0,919.47
E017,5,Operations,21.38,40.0,0.0,1,0,855.32
E017,6,Operations,21.38,45.0,5.0,1,0,962.23
E017,7,Operations,21.38,36.0,0.0,6,0,769.79
E017,8,Operations,21.38,39.0,0.0,1,0,833.94
E017,9,Operations,21.38,42.0,2.0,6,0,898.08
E017,10,Operations,21.38,50.0,10.0,1,0,1069.15
E017,11,Operations,21.38,36.0,0.0,6,0,769.79
E017,12,Operations,21.38,42.0,2.0,1,0,898.08
E017,13,Operations,21.38,37.0,0.0,1,0,791.17
E017,14,Operations,21.38,45.0,5.0,15,0,962.23
E017,15,Operations,21.38,37.0,0.0,1,0,791.17
E017,16,Operations,21.38,37.0,0.0,1,0,791.17
E017,17,Operations,21.38,36.0,0.0,1,0,769.79
E017,18,Operations,21.38,46.0,6.0,1,0,983.62
E017,19,Operations,21.38,45.0,5.0,15,0,962.23
E017,20,Operations,21.38,40.0,0.0,1,0,855.32
E017,21,Operations,21.38,42.0,2.0,6,0,898.08
E017,22,Operations,21.38,36.0,0.0,6,0,769.79
E017,23,Operations,21.38,41.0,1.0,1,0,876.7
E017,24,Operations,21.38,36.0,0.0,6,0,769.79
E017,25,Operations,21.38,45.0,5.0,15,0,962.23
E017,26,Operations,21.38,48.0,8.0,1,0,1026.38
E018,1,Warehouse,39.97,42.0,2.0,6,0,1678.86
E018,2,Warehouse,39.97,40.0,0.0,1,0,1598.92
E018,3,Warehouse,39.97,36.0,0.0,6,0,1439.03
E018,4,Warehouse,39.97,42.0,2.0,6,0,1678.86
E018,5,Warehouse,39.97,36.0,0.0,1,0,1439.03
E018,6,Warehouse,39.97,36.0,0.0,1,0,1439.03
E018,7,Warehouse,39.97,36.0,0.0,6,0,1439.03
E018,8,Warehouse,39.97,34.0,0.0,1,0,1359.08
E018,9,Warehouse,39.97,30.0,0.0,15,0,1199.19
E018,10,Warehouse,39.97,45.0,5.0,1,0,1798.78
E018,11,Warehouse,39.97,42.0,2.0,6,0,1678.86
E018,12,Warehouse,39.97,45.0,5.0,15,0,1798.78
E018,13,Warehouse,39.97,36.0,0.0,6,0,1439.03
E018,14,Warehouse,39.97,46.0,6.0,1,0,1838.75
E018,15,Warehouse,39.97,36.0,0.0,6,0,1439.03
E018,16,Warehouse,39.97,34.0,0.0,1,0,1359.08
E018,17,Warehouse,39.97,51.0,11.0,1,1,2038.62
E018,18,Warehouse,39.97,42.0,2.0,6,0,1678.86
E018,19,Warehouse,39.97,46.0,6.0,1,0,1838.75
E018,20,Warehouse,39.97,48.0,8.0,6,0,1918.7
E018,21,Warehouse,39.97,30.0,0.0,15,0,1199.19
E018,22,Warehouse,39.97,34.0,0.0,1,0,1359.08
E018,23,Warehouse,39.97,29.0,0.0,1,0,1159.22
