wage,years_exp,edu,gender,industry
38.22767249527348,8,14,1,retail
41.011295215517755,12,18,0,public
52.236636473903026,28,14,0,retail
27.200465431922076,3,16,0,public
44.636530658738586,16,16,0,retail
42.27187696245637,15,16,1,retail
56.98987625814587,20,16,1,health
50.19390843418664,13,18,1,public
48.97754135760091,20,16,0,retail
33.992608540187646,3,16,1,tech
35.647733753138304,4,16,1,tech
32.90903944450207,15,14,1,retail
18.169626178697442,4,12,0,public
34.11454601066713,0,16,0,tech
36.42916272666546,13,12,1,public
57.414116450382636,21,16,0,health
41.89010165544257,15,14,0,health
52.23800324332956,26,12,0,tech
36.26411030168476,8,16,1,retail
38.72006351359779,13,14,0,health
25.647373853262295,5,12,1,tech
34.9758136518102,7,14,1,health
44.7119766794188,15,14,1,public
48.60855152325465,18,16,0,public
50.879590818257924,19,18,0,health
28.69661862234187,7,14,0,retail
36.8989616319964,6,16,0,tech
43.9894309409482,12,16,1,retail
26.159836564192577,6,14,0,retail
36.888888178657005,6,16,1,public
57.61386658351795,28,16,1,health
35.296817407467046,10,12,1,tech
62.32011316014038,21,18,1,health
24.09200303578593,9,12,0,retail
24.95538327518051,1,12,1,public
27.60003824792823,1,16,1,public
54.581421019655494,29,14,1,tech
38.0687763549265,10,16,0,retail
16.755432909007435,0,14,0,retail
41.33051917186784,11,16,1,retail
36.08163584501331,7,14,1,public
46.821075507665626,20,12,0,tech
55.18666089484776,27,14,1,retail
54.403729593802424,26,12,0,tech
32.14868870302433,2,18,1,public
38.34669090020494,0,16,1,tech
63.159558954046396,25,14,1,health
30.748511911474196,5,14,0,public
31.37056483720113,4,16,0,tech
61.49906675152669,28,16,0,health
26.033941530099447,5,14,1,public
57.73464945492531,25,18,1,retail
50.75755635799334,23,14,1,public
37.83618712305674,6,16,0,tech
49.7109716855237,26,12,0,health
50.01712508347201,18,16,0,health
40.81824734350608,13,14,1,retail
40.352713348724805,14,12,0,tech
27.984566609109358,1,14,1,health
61.05541663854947,26,16,1,health
49.64092745284156,9,16,1,tech
36.815436201763106,8,14,0,tech
32.811320784462794,0,16,1,health
32.97153104168456,7,16,0,health
28.755757767549465,10,12,1,public
32.824204084320904,1,16,1,health
48.7922840283938,19,16,0,public
28.46775201430328,4,12,1,public
28.027274962873772,7,14,0,public
38.679447819093994,14,14,1,public
50.260494564787045,19,16,0,public
38.96370728658081,5,14,1,tech
48.64555751675018,27,14,0,public
44.80254973272843,15,12,0,tech
32.883166737556614,13,14,1,retail
54.47445216214729,22,16,0,retail
26.1602658049124,6,14,1,public
33.41817696185642,8,16,0,public
51.436326288682125,27,14,0,retail
52.694514888578205,21,16,0,health
60.10430089223273,28,16,1,health
38.29848226794193,18,14,0,health
31.997726700601323,4,16,0,tech
51.16906015796682,22,12,0,tech
47.246422947558045,26,12,0,retail
36.9347146291544,3,16,1,tech
27.388265153830464,8,12,0,health
48.76240561007154,23,14,0,public
29.89161465743043,3,14,1,public
65.10143666436811,29,16,0,public
31.761720590120763,3,14,1,tech
23.116460492149763,0,14,1,public
50.11621876323668,22,16,0,public
24.490180220490316,0,14,0,public
31.840136506107097,2,16,0,health
54.02465277252963,20,16,1,tech
56.802583052043445,22,16,1,public
54.37658708407833,26,14,1,public
36.57446928761008,7,16,1,health
44.63756219605698,24,12,0,retail
45.32707889166817,12,16,0,tech
47.710132762193105,23,12,0,tech
30.256416350586964,4,16,1,public
63.0327686060446,21,18,1,public
55.328291041575646,19,18,1,public
42.74709158945328,12,16,0,health
42.00829705511222,13,16,0,public
32.05004823559894,5,14,1,health
31.91558897789984,11,14,0,public
55.1164661792088,18,16,1,health
51.72725865045566,24,12,1,retail
52.15284900835973,17,14,1,tech
38.06972884370033,13,12,1,tech
47.068201257592776,21,14,0,retail
47.85040092683917,20,12,1,health
54.78706183028161,28,14,0,retail
54.0293320494518,23,16,0,tech
42.40992709274062,2,18,1,tech
52.29850553961218,18,16,0,health
53.60346887416008,21,18,0,public
61.0373521002801,28,14,1,health
53.95970970525352,22,16,1,public
50.3744416559568,16,14,1,tech
26.01832180596606,1,16,1,retail
33.29380764719556,6,12,1,tech
60.92166684355015,22,16,1,health
42.47789177353095,16,14,1,public
48.57595996373532,20,14,0,health
36.64944852689418,7,18,0,public
47.25395751341171,23,14,0,retail
35.10919821570186,2,18,1,health
64.34824508275568,29,16,1,tech
52.978825539026715,22,16,1,tech
52.652455741821754,20,12,1,tech
31.423405113158182,7,12,1,public
51.333234731914075,23,14,1,retail
38.484254606004896,9,14,1,health
54.65074668084026,25,16,0,retail
61.77549503935372,29,16,1,retail
48.53014174422647,25,12,0,health
40.294848902674325,12,14,0,health
53.19932854429446,27,12,0,tech
32.60229484165478,13,14,0,public
59.66762817916084,24,18,0,health
65.19480380737687,27,14,1,health
34.92049282361622,11,12,0,health
58.46441385531547,23,16,0,tech
54.33336016625897,29,12,1,public
64.0494378584725,25,18,1,health
36.3723336871069,6,16,1,retail
40.39044549398807,14,16,0,public
40.14922172477778,13,16,0,retail
33.84833776921333,6,14,1,tech
27.024867684367642,6,12,1,public
23.793164280998862,1,14,0,health
39.78084885832762,20,12,0,public
25.371029818015895,2,16,0,public
32.629303668989266,3,14,1,public
31.82146790986293,4,16,1,retail
40.56904335810764,15,16,0,tech
30.655078704341626,8,14,0,retail
47.13720745786353,13,16,1,tech
47.860958112261265,23,12,1,public
42.923611907850045,10,16,1,retail
30.478255937119254,6,16,0,public
34.115012614083774,2,16,0,tech
43.3470507560415,12,16,0,health
52.90561903916476,24,16,0,health
39.71213908549076,13,14,0,public
35.43817569072151,8,14,1,health
33.654346157003516,9,12,1,retail
20.793614347276932,0,14,0,public
31.161879649846366,5,14,1,retail
25.667227504357776,3,14,0,health
46.44358068037897,8,16,0,tech
53.5683310515729,28,12,0,health
52.6736045973473,25,14,0,retail
46.69125062403957,22,16,0,retail
56.58402394001775,29,14,0,retail
45.95302610444333,9,16,1,health
41.3958633491143,11,12,1,tech
16.45091578213831,1,14,0,retail
40.54709907106253,13,16,0,public
53.51450694556415,15,16,1,tech
35.05776818910808,10,14,0,health
54.432801156889624,20,18,1,health
41.6660094083377,10,14,1,health
45.6488428822259,13,16,0,tech
42.11684686574729,20,12,1,retail
40.78780877005341,20,12,0,tech
38.95327976483628,22,12,0,retail
43.774714646791004,20,14,1,retail
24.833469207083507,9,12,0,public
40.32241845216952,6,16,1,tech
20.90007822223836,4,12,0,retail
24.493239561985895,9,14,0,retail
54.32302533396138,21,18,1,tech
50.18027985024805,25,14,0,public
37.153942541522134,13,12,0,health
26.67188299591381,2,16,0,tech
53.16032232571495,27,12,1,public
63.20477520026874,24,18,0,tech
41.334133408569265,12,18,1,retail
45.50238419291659,18,14,0,public
24.899731988683875,0,14,0,retail
42.597392079507706,12,16,0,public
42.08032217087527,21,14,0,health
44.09767459755032,22,12,0,health
61.38990269995577,29,14,0,tech
31.906157016579574,15,12,0,public
33.49466875995377,13,14,0,public
46.72071608050525,16,16,1,health
63.31533045437156,28,18,0,retail
24.223066367253757,3,12,1,health
20.980071745471086,4,12,1,retail
51.56735790766843,24,14,0,public
31.264081098789745,6,16,0,public
48.64734873308755,18,12,1,tech
31.195418393617153,10,16,0,retail
59.692809567035454,22,14,0,tech
40.338914312730296,12,14,0,health
22.288492546185285,4,12,0,retail
56.03162280365841,26,16,0,health
27.897106478634658,0,14,0,tech
58.389767766135414,29,12,0,tech
34.78712052972378,1,16,1,tech
42.716272995441436,15,14,1,tech
61.6217256506986,27,16,1,public
47.25046561281362,20,12,1,health
27.959057320571393,6,14,0,retail
51.73080099189013,18,16,0,health
34.029437307955305,6,14,0,public
57.34192255427153,25,14,0,health
22.19184176332812,2,14,0,retail
29.827748675922198,3,16,0,health
55.68306016854215,21,18,0,public
39.54174575115185,16,18,0,health
49.43531529084481,22,14,0,retail
52.24726323501457,24,16,0,health
26.976194119543845,2,14,0,health
51.59137808027652,23,14,1,public
36.61794081408416,11,16,0,retail
53.03506463821567,23,16,0,health
36.201485270020626,6,16,1,public
48.71094989334223,29,14,0,retail
37.77730718024974,14,16,0,retail
27.6430701452514,0,16,0,health
50.23659703464593,21,14,0,tech
31.836963152642788,3,16,1,health
43.416062678405886,17,16,0,public
29.923320827596932,4,16,0,public
31.921179667465232,6,14,0,health
38.26205722130534,17,12,0,tech
46.54312379993339,17,16,0,health
48.21384608920439,12,16,1,tech
39.88824194414308,8,16,1,tech
29.545484272858776,1,16,1,retail
35.28505439914506,10,16,0,health
39.22425546446791,8,16,1,retail
63.30172616951624,29,16,0,tech
41.00728928326334,11,16,0,tech
48.68948489678215,16,16,1,public
43.030576996101026,15,16,0,health
60.07582681970786,27,16,0,health
48.78555463061572,22,16,0,public
46.67633664903702,16,14,0,tech
46.66704852770754,14,16,0,tech
49.10092389196033,26,12,1,public
58.157552915618965,24,14,0,tech
49.86124731851041,20,16,1,tech
41.387867691204626,16,16,0,retail
25.261771557263664,3,14,1,retail
33.6938066414388,10,14,0,health
55.88964636232022,21,16,1,retail
57.069372624335195,24,16,1,health
52.100527029771584,20,16,0,public
34.50802310717567,5,14,1,tech
27.824352260796044,6,14,1,retail
61.053968467323145,26,18,1,health
32.9602330108304,10,14,0,public
44.685942807561666,20,14,1,retail
32.466779759001454,5,14,1,health
51.12300299963332,28,12,1,public
42.118515120623094,8,16,0,health
28.274111018996418,6,12,0,tech
38.37179701888766,8,14,1,tech
39.18173339713797,6,16,0,tech
18.978425273650966,2,12,1,public
36.36783019551219,13,12,1,health
55.54488711673402,17,16,1,tech
23.648270095283905,4,12,1,public
32.434396314116846,13,12,1,retail
26.954466754411442,1,16,1,retail
44.22251604540458,16,14,1,public
37.37674064714245,10,14,1,retail
43.03716420284913,20,12,1,health
59.40833698818138,22,16,0,tech
41.04484641379862,4,16,1,tech
56.13436277415115,26,12,1,tech
63.80321303215608,23,14,1,tech
33.78532662590701,6,16,0,retail
49.237953716966864,13,18,1,health
60.55594324587986,28,16,0,public
44.63234586503906,26,12,0,public
17.751184785373194,2,12,1,public
48.3055914680766,26,12,0,public
30.23521553646703,2,16,0,tech
36.62663421808716,9,16,0,health
48.40574989487135,21,14,1,retail
53.528815449105956,24,14,0,health
19.1209751989244,2,12,1,public
53.34527890747166,28,12,0,retail
54.36299239784594,29,12,0,retail
41.162377962379956,11,16,1,retail
40.75337925677392,8,16,1,retail
19.00382537044157,3,12,0,retail
23.50621311922351,3,14,0,health
32.67948514813851,1,16,0,tech
53.95690663211584,23,14,1,public
32.309100612111344,12,12,0,public
42.873438017918915,12,14,1,tech
36.544606474142874,7,16,1,public
58.66064208084519,27,14,0,tech
47.59835760329966,15,16,0,tech
40.9183669147249,14,14,0,health
38.88690294749095,11,16,0,health
32.532980889931665,0,16,1,health
27.83007537468122,4,12,0,health
45.73593357072923,4,18,1,tech
42.3723613286207,12,16,1,public
24.937762994129834,2,12,1,retail
63.835096282378316,27,14,1,tech
29.5573424806332,5,14,0,health
47.321872261917726,17,16,0,retail
38.39937063539973,8,16,1,tech
27.904820948338838,2,14,0,health
23.71870055767939,2,16,0,retail
42.83169074936529,14,16,0,tech
54.61984973088966,26,14,1,retail
46.68321958101029,21,12,1,tech
57.18238240446149,20,18,1,public
52.511244674967884,18,16,1,public
38.70703384153188,13,14,0,health
51.0721200979407,20,16,0,health
51.77059081762982,26,12,0,tech
50.95575806664911,15,18,1,retail
39.30917964505283,18,14,0,health
24.918021288504313,5,14,1,retail
43.31543718631494,20,14,0,health
30.35319735898322,3,14,1,retail
46.6229049076846,21,16,0,retail
63.98168376179481,29,14,1,tech
40.61093710918017,13,14,0,tech
46.893310948911775,15,16,1,health
37.55351304639517,8,16,1,tech
59.20216382630464,22,18,1,retail
58.45365417818958,26,18,1,public
32.792536475909785,4,16,0,tech
36.64265422092228,11,16,0,public
43.946741992710734,10,14,1,tech
42.410507007684146,13,16,0,health
24.91563877222924,0,12,1,health
28.6474769617819,8,12,0,tech
39.52714692950048,14,12,1,public
45.44467325127751,16,16,0,health
47.8650296243407,23,14,0,retail
45.98505392477125,16,18,0,public
26.74759038112255,1,16,0,retail
46.482084005378006,12,16,1,retail
44.97267422589453,13,14,0,tech
34.98121029737244,10,14,0,retail
33.35249629200467,8,16,0,retail
48.420332186977326,16,16,0,health
38.68492132200247,13,16,0,public
37.42505752964686,11,16,0,retail
63.73679582616595,29,18,0,health
50.47776663287936,23,14,0,health
35.844989658739316,4,16,0,public
31.902970289017404,4,16,0,health
33.41357132709668,8,16,0,public
44.79154926763257,21,14,1,public
34.84961793784077,6,14,1,health
26.436710338453423,6,14,0,health
52.948265869570776,29,12,0,retail
52.346082713894646,27,12,1,public
47.5026987821851,21,16,0,public
37.098722157296415,11,16,0,health
55.22707873402967,19,16,1,health
35.959945062841435,9,14,1,retail
21.976664927631926,0,14,0,public
55.97360560337671,27,12,0,health
57.33561684746864,29,12,1,retail
18.864917558699087,1,12,0,health
46.38931747967031,17,16,1,retail
61.60517333849098,29,12,1,tech
48.60147332139709,24,12,1,public
63.140175471067394,27,18,0,public
46.66403930116015,23,12,0,public
42.95727788195735,19,12,1,health
52.700465556820696,15,16,1,tech
52.28893732225119,17,16,1,tech
29.992056968424485,0,16,0,public
50.93097584825078,15,16,1,tech
18.18081219462557,0,12,1,health
24.04076645085558,2,12,1,retail
45.75739768005723,24,12,1,retail
36.07117152821332,2,16,0,tech
47.48485073078433,16,16,0,retail
45.33856229618931,20,16,0,public
23.457527627021896,0,16,0,public
61.24158628987881,28,14,0,public
40.25557391530885,12,16,0,public
38.11386657022755,15,12,1,public
63.272375488806155,28,14,1,tech
30.078683172342238,0,16,1,health
34.16336397077191,3,14,1,tech
51.19856130048344,24,14,0,health
33.61700069279868,9,14,1,retail
65.75169577081394,24,16,1,tech
62.00995868975383,27,18,1,public
34.984927111164026,10,16,0,retail
17.044953932855243,0,12,0,health
51.767291554026095,20,14,1,public
53.547904056679734,23,16,0,health
31.9004836293896,4,14,1,tech
26.533624445185104,7,12,1,health
36.273941107141944,4,18,0,health
46.71922312390132,18,12,1,health
49.404303177846145,21,16,1,retail
30.986260537430894,0,18,0,health
40.27727656199657,15,14,1,public
37.908331551870106,21,12,0,public
48.27453435644023,17,14,1,health
65.52623740809653,29,16,1,public
43.91517840080745,15,16,0,retail
61.66228290451353,27,18,0,health
64.54133253153266,28,18,1,public
33.08779632248307,5,14,0,health
53.755462144350275,23,14,1,health
44.52212691864853,18,16,0,retail
51.69907403065424,26,14,1,public
26.62701104199371,7,16,0,retail
33.74512266451185,8,16,0,retail
43.13625178023416,12,16,1,retail
63.74530829063548,29,16,1,tech
68.10258518783431,29,16,0,tech
53.4863373120578,24,16,0,retail
33.91819618237544,1,16,0,tech
32.33484263739484,2,14,1,health
55.28844673712471,20,18,0,public
38.40857972234856,2,14,1,tech
58.56605247623707,29,14,1,public
35.38806739688317,5,16,0,tech
54.79241540074851,28,14,1,retail
42.35824509573544,10,14,1,health
43.45682542610482,7,16,1,tech
38.06678722056715,6,16,1,tech
51.82485567883734,23,12,0,tech
21.45620639201977,1,12,0,health
44.511629299149845,17,14,1,tech
43.88577765998396,13,16,0,retail
43.76836238178787,16,14,1,health
24.90882771678751,7,12,1,public
22.349859043290177,1,12,0,health
48.9662515448023,13,18,0,health
29.109232050756162,9,12,0,retail
49.80213401953111,23,12,1,retail
37.84561786403066,10,14,1,retail
46.12529758574163,9,16,1,tech
42.532689524164404,11,18,0,health
33.53143835740394,1,18,0,tech
53.978073179217475,14,16,1,tech
58.34004744580526,25,16,1,health
36.93553117553726,15,14,0,public
43.04180377305125,14,16,1,public
32.27697160093906,14,12,0,retail
27.884867815268617,7,12,0,retail
28.034459507256955,3,14,1,retail
53.71283368618741,27,14,1,retail
53.11489997807631,23,12,0,tech
53.50835488502376,22,16,1,public
19.279120641773105,1,14,0,retail
42.79097258598437,12,14,0,tech
22.75052588508473,0,14,0,retail
40.47236214589642,10,12,1,tech
20.758934331425554,2,12,1,public
25.859772494022195,2,14,1,public
35.2588359081751,13,14,1,public
24.132039650745803,8,14,0,retail
56.75145271629015,29,16,0,public
50.3715501814402,21,16,0,health
41.6593380563919,10,18,0,public
27.13847731304186,2,14,0,tech
44.332926544426805,19,16,0,health
40.69890487222834,11,14,1,health
29.89720147104066,11,12,0,public
49.25982120445023,17,16,0,health
49.38501167419174,12,16,1,tech
42.4962244577656,22,12,1,health
54.85196888583325,26,14,0,public
46.565642808176975,22,14,1,retail
58.06778632018447,29,14,1,retail
41.50293918097816,8,16,0,tech
35.5685199946766,9,12,0,tech
38.819101555913264,9,14,1,health
26.479927957764797,5,12,1,public
28.89902593817781,4,14,1,retail
38.71175994929228,5,18,0,retail
42.88258282958029,21,12,0,retail
45.39583309145227,15,16,0,tech
29.90759160102265,7,14,1,public
51.87663450217228,19,14,0,tech
43.038597713850855,14,16,1,retail
33.497227670527685,0,16,0,tech
51.61554801412661,26,12,1,retail
36.676811977849056,11,16,0,public
20.314769190386542,0,14,1,public
32.78600056445618,5,16,1,retail
49.0367366504845,25,12,0,health
46.0820103018114,19,14,0,health
46.952541766147284,22,16,0,retail
33.88360472493675,9,16,0,retail
51.71577958929717,19,16,1,public
31.113444306524364,9,14,0,health
46.277195990981646,12,16,1,tech
38.60684852884742,5,16,0,tech
42.354211227579334,18,12,1,health
43.58411783644109,18,12,0,health
57.17877451835873,28,14,1,public
45.02079516782642,20,14,0,retail
33.758960382971914,2,16,1,retail
41.38448154657678,7,16,0,tech
33.44974436888549,2,16,1,retail
43.89575005522623,8,18,1,tech
32.64542090718593,10,12,1,public
60.982186585356104,28,12,1,tech
27.737108759817083,3,12,1,health
42.239946160164465,15,16,0,retail
65.39139158421519,27,18,0,public
27.742594574847132,9,12,0,public
52.718245756639334,23,14,1,public
44.086624397886276,9,18,1,public
24.95569847632924,4,14,0,retail
43.432985481692306,17,14,1,retail
40.22221367224681,11,14,0,health
27.621864253892294,0,16,0,public
44.234857007399334,12,16,0,retail
46.334615677485694,11,16,1,tech
61.33223783642386,28,16,1,health
47.90277719031834,25,12,1,retail
34.219165177882026,9,12,1,tech
63.22187737516418,22,18,0,tech
38.84298038895551,14,16,0,public
56.50496126234923,27,16,0,health
41.61983169630495,15,16,0,retail
17.73371270547239,2,14,1,retail
46.70903587012696,23,14,0,retail
50.3879939180535,20,16,1,retail
53.507608305121096,26,16,1,health
63.6596780924998,21,18,0,tech
47.83188186316238,20,14,0,tech
43.31825091220203,10,14,1,tech
48.97824709575498,10,16,0,tech
35.791941485492714,11,14,0,health
29.114713358017774,6,16,0,public
57.27740338727327,21,16,0,tech
40.74015686895932,11,16,0,health
60.53752898751073,28,14,0,tech
51.99283063400226,17,16,1,tech
35.6076861110722,9,16,1,public
45.80272398080667,23,12,0,public
38.34640233898268,13,16,0,retail
60.940831359469534,28,14,0,tech
60.232632168818206,24,16,1,tech
59.58111841428963,26,16,1,tech
50.250794092569215,29,12,1,retail
54.32734269203699,23,12,1,tech
64.26554781956908,28,16,1,public
55.158371364254926,27,14,0,health
31.984844590225215,4,14,1,tech
49.90256296142468,20,14,0,tech
45.116106647824736,16,14,1,tech
54.15089264814126,28,14,0,health
52.47307759902531,22,14,0,tech
49.14350789088829,15,16,1,public
53.518876926417036,19,16,0,tech
32.6936660196433,2,18,0,retail
30.452559679161798,10,12,1,retail
47.33965793536733,21,14,0,retail
34.33640504408085,12,14,0,public
68.61669859016777,28,16,0,tech
56.792598746090974,19,16,1,tech
24.22370112683296,0,16,0,retail
39.34167661511797,4,14,1,health
52.41554601271195,18,16,0,retail
48.54603588293756,23,16,0,retail
48.090652537234426,9,18,0,tech
44.689939001726394,11,12,1,tech
39.58057970349225,12,16,0,retail
20.376921284664945,7,12,0,retail
57.92620911846749,27,16,0,health
31.78887821781579,15,12,0,public
36.26555059678605,10,12,0,tech
60.05918986330413,28,16,0,retail
46.717859755225554,18,16,1,public
21.23829934312369,0,12,0,health
36.536050769142534,12,16,0,public
