income,utilization,age,default
91457.18606403538,0.017757389843085503,41,0
50496.66529207561,0.055282672141491074,25,0
56680.08104666972,0.232264616307037,29,0
15267.012907229459,0.2197978237641468,54,0
49254.22234953578,0.9092430946823,73,0
63961.60154851829,0.03432358050246187,42,0
92109.88781892658,0.07072638101858297,50,0
29436.849379094976,0.6657297449742416,60,0
41000.31107543597,0.18861901384074908,68,0
67293.04273175755,0.2421645028455598,68,0
26087.762890187743,0.4300647186152826,24,0
50686.556515684504,0.39370866025366347,31,0
8528.783158722317,0.9667324716638552,50,1
49737.11454881312,0.4415434847125108,68,0
16241.482246500123,0.44951202659312506,42,0
15961.464770772385,0.1387463259511914,55,0
31063.501727130464,0.9011336919283525,58,0
28356.9413946822,0.7706513602301502,46,0
36305.234818580146,0.5374656077335999,25,0
10264.68119611033,0.6666628153227866,66,0
21191.03344483354,0.7409084502214712,51,0
90528.71747725537,0.8605768092818538,66,0
36252.786493736014,0.2327144680815325,40,0
21365.82027223265,0.704708705781904,54,0
51959.47447359577,0.9341325662367505,24,1
32342.143662254126,0.32453573514563094,45,0
53835.57239497276,0.27531629439656824,62,0
30590.556626740945,0.09779051438766384,35,0
94203.44193844184,0.30023491636318556,50,0
40053.56869239315,0.9805662463055691,71,0
43248.592680885966,0.5168788401199573,30,0
14614.741665377676,0.6134207899702891,33,0
22617.333140120583,0.7248276117384018,45,0
61384.23632113855,0.3784380542455251,73,0
23784.635904256345,0.06561473473992052,74,0
58466.66533011048,0.27552465280837835,74,0
15219.876282051311,0.28778750431587863,67,0
34171.6938006824,0.2750110140525679,30,0
55624.97317830167,0.8320785607381052,56,0
37969.00828932397,0.27468430539110555,54,0
29885.741582470222,0.44167965589440994,23,0
56431.767182960866,0.47916959767321976,28,0
88637.13687293716,0.06491740971900639,73,0
46019.120672946345,0.7254102684788284,56,1
79403.96286687211,0.6671786698852458,50,0
59660.40983261014,0.6590974758647764,41,0
27488.76561810406,0.3509575662785488,43,0
41461.403410281186,0.5842101233772025,71,0
76940.24013672982,0.15528666031439786,28,0
19920.348233099015,0.42759510689445035,36,0
20342.090933270607,0.42332949709085566,50,0
27282.576655343295,0.23684614318541852,24,0
11305.147066789457,0.9958036087561288,59,0
33379.15276075691,0.1431148661197612,72,0
53448.10110351487,0.14636446503273937,68,0
37665.06606362419,0.674391654594854,26,0
16233.601960532515,0.16964374286360417,46,0
11767.819311482772,0.48906141705020645,52,1
40472.97633802974,0.550978655051802,65,0
51537.6430919343,0.32259268931628393,66,0
65453.78707828203,0.720189571279475,21,0
31606.068478879162,0.30061164920975736,21,0
15057.529404436284,0.22843698299262194,34,0
39939.305622204134,0.007416403447916942,61,0
23186.47160882421,0.8514194929792577,34,0
15084.065575269191,0.7500683257532046,63,0
64994.303139023614,0.19584681702769402,33,0
14957.339343504495,0.3995313312919737,72,0
57032.55439034175,0.9201168955869227,35,1
20992.25418064943,0.9645260334920692,49,0
43819.36248363533,0.8467901103501497,31,0
49805.98774913044,0.39471528496413033,40,0
50727.68869366809,0.2928761386876263,62,0
27642.04636291521,0.7671837235841821,49,0
52096.49826887906,0.8526609887441039,59,0
14978.590778942176,0.9695169047259939,34,1
12685.491675983021,0.4687090305792132,25,0
21605.911200312286,0.450841651489172,65,0
48514.48819377326,0.02100848018157553,48,0
43641.29404803832,0.7991739136195914,74,0
41323.678888924645,0.5804169366643799,35,0
42694.002562568,0.7913428660724116,37,0
21674.759330378034,0.43114886098895966,67,0
48899.94660575333,0.20709851035115368,34,0
21489.764200531925,0.9192290127653321,46,1
18133.16378380998,0.8733684662772846,60,0
40576.551436422866,0.408818901815009,66,0
23405.42198764326,0.6822764006216626,34,1
17209.875176778587,0.34912749704576784,24,0
32300.95956795822,0.4567223811053599,41,0
47422.91750963204,0.8220422350688888,34,0
30751.34195807263,0.200489747997317,50,0
21973.067600147893,0.5231341345587958,49,0
34966.37839219082,0.3724242191487286,25,0
68209.22629146959,0.14690995865057788,57,0
22956.200191293265,0.7806046699790643,53,0
43263.01966326702,0.30327267676847514,32,0
24124.302559747488,0.19757919827396941,48,0
30268.675033361833,0.8860352217126305,62,0
49460.69241446329,0.42717247640258815,23,0
29930.282249386368,0.9222389102815481,67,0
42866.25436438835,0.729589106875369,49,1
35002.18693281688,0.6898195767036459,21,0
36785.752877298975,0.9102229918987396,23,0
48240.297730700164,0.09238496633718318,68,0
77942.02158076178,0.7075997806016072,56,0
18048.076150567114,0.8289084076106947,30,0
23050.882930728174,0.4752780474602105,58,0
42608.086843956444,0.9816932789680255,60,0
167664.49090041747,0.808772933482394,66,0
49785.56481203901,0.8020568000215889,41,0
89130.34366550049,0.37426509662829965,53,0
17864.583400736457,0.5741488337920767,37,0
32470.54774966615,0.904421292870298,39,0
90941.29726956524,0.38050912496824796,40,0
82085.79671504523,0.7796440390402959,62,0
37790.69486538625,0.539135083495844,34,0
41038.65589877285,0.29968704234213717,32,0
42249.11450308599,0.5724350662278329,69,0
61220.965224654516,0.8374733791798294,59,0
52066.32077726393,0.919827754957812,31,0
42250.51281316857,0.7688433612746991,60,0
61067.4942919467,0.4838300299766123,32,0
182817.37881406327,0.2098037775013737,43,1
22750.964955522042,0.34903957061664104,71,0
28181.479440061295,0.8941724920860531,56,0
28245.80675202565,0.29915893226891055,70,0
36132.56806830937,0.3325161545239378,66,0
28704.119037689517,0.3542134964333411,48,0
11943.007166980318,0.944932512899406,65,0
47140.25249486421,0.4463950487242332,67,0
26399.804241203245,0.08152524301050512,68,0
14869.052649138901,0.69139587490374,46,0
19164.175939818524,0.4139038024716688,66,0
20055.838102127145,0.6957917653105639,36,0
18352.45887825287,0.5160080556399788,45,0
28901.246252586934,0.23418135749209457,43,0
65413.79953421896,0.5094600913063273,53,0
43615.74088008871,0.008559495328350541,21,0
29799.56279753469,0.5136678076536669,40,0
77435.74930436551,0.9832426752487303,59,0
27001.1966495417,0.3555663813860279,56,0
28623.34956900245,0.24124040545858105,63,0
23788.233270464385,0.12755414953867827,37,0
32455.207246565766,0.2912356979996489,37,0
48156.64305257789,0.39808804682219656,39,0
16894.5168066666,0.6625683349666728,60,0
24923.42132061819,0.22648905746719605,36,0
108807.24514364278,0.041955015508719495,41,0
21529.085672809604,0.20371782219814805,50,0
42429.57344796299,0.8209527844706971,49,1
33108.71029408568,0.8241885014300849,27,0
36187.00860381436,0.5107657527678183,44,0
32484.341505778135,0.09317454990928775,28,0
25780.212839533924,0.500564564894239,40,0
39812.65354028026,0.46727334606585025,57,0
39294.87410799043,0.38833962149494905,58,0
57581.27102479469,0.9827740404580984,74,0
122493.78179578636,0.11493460095461772,23,0
31023.484743228862,0.8802166104855647,26,0
80777.61764761175,0.3231200811609305,64,0
83008.31417446121,0.799993953328576,29,1
41085.68715780189,0.4011078347422231,28,0
20529.560850226106,0.5742144555359384,58,0
39615.604931248294,0.9616617895750279,33,1
17181.4953868586,0.2401113432510099,67,0
33387.28981382827,0.8269077877740126,50,0
24069.243938326697,0.7213362547649819,54,0
53411.82346721523,0.4088613633746657,70,0
39283.24172950026,0.03488472046397906,53,0
13448.825050645233,0.2989046797590238,67,0
45754.06423344302,0.9765311478003561,30,0
57526.688785619466,0.7672681382031472,41,0
12891.417067551332,0.143378154962561,62,0
55214.94568680958,0.0032145638055900427,71,0
12016.803853160472,0.11834896548012108,58,0
26365.136688782804,0.042701963591711634,24,1
34742.58570003631,0.39953192005150595,23,0
39803.66341494107,0.11541064064011619,55,0
33883.66308987688,0.2103892197877777,62,0
69471.83340074391,0.27330412879141064,36,0
55009.19606536366,0.6341698191562256,37,0
38529.86352614523,0.13215849690550074,38,0
48459.500175817506,0.9987673616701936,51,0
21065.29562404826,0.3529610185281382,46,0
35481.929748388626,0.39144105778686566,72,0
30669.442368934215,0.6848173589391052,28,1
73583.81930431153,0.00797465728543545,37,0
32247.99454939117,0.3427410439637696,41,0
51281.09260663988,0.9772699027596994,28,1
29662.3814241428,0.10347879810268978,34,0
18516.982047106627,0.3899430991268328,63,0
46927.30721754426,0.8902280735048909,74,0
47185.90909568822,0.6339753935476589,69,0
31728.533531569134,0.3178251089267965,52,0
10129.867971243079,0.9552912752833077,35,0
22188.73904434563,0.8306911538044858,65,0
69455.1248416212,0.49420978169880436,51,0
53747.74537520966,0.9616605750749901,52,0
52633.52975704125,0.7864662207858663,35,0
49090.65920381267,0.3211275806203845,21,0
38128.891229898225,0.36477591513303054,34,0
39868.43307409298,0.909717956921279,23,1
69204.77565306239,0.6951206069098178,60,0
22478.556895449383,0.6122245520369938,70,0
69363.79420778557,0.44197020072312243,73,0
47925.61405285941,0.8169737792791032,21,1
21168.14275980003,0.7332906915484496,42,0
40475.046456030876,0.7948065434124502,38,0
46935.27794639693,0.41902990737850765,36,0
35146.66245247692,0.9054122003736707,33,0
26353.779686907714,0.6806884067876137,53,0
18757.99855315254,0.046320562047632796,62,0
21418.505871619735,0.3371496976926216,54,0
30005.743106455855,0.5192070787405015,66,0
23294.236277306474,0.9034216768735917,47,0
62621.95107222963,0.6747604205187573,69,0
39701.37212071629,0.6722412351062924,64,0
15957.11292333516,0.8128253789930208,58,0
46770.26278381132,0.4642951439045798,61,0
43218.85842504327,0.7310971875264294,36,0
38794.888389587206,0.783618246167354,61,0
44959.904184709725,0.05112662485629771,56,0
53381.614306424795,0.9048114300138047,49,0
52174.1986853573,0.007829328180766315,47,0
58260.877561761845,0.30936353951535256,62,0
55232.17709782843,0.0826401183816724,39,0
52126.66338802863,0.28590214048575124,44,0
46904.18393020516,0.5851989677503097,58,0
30335.757856437758,0.24110626290144854,26,0
43419.75875054538,0.03157306165654561,52,0
42645.23702217447,0.09345998416346013,25,0
17126.16140201142,0.5942010196616968,51,0
21932.14431052053,0.468132005678085,73,0
17320.177925203763,0.05108272219781396,45,0
24877.04864141173,0.9670235178396336,56,1
53216.65988358258,0.7508277724931801,27,0
41681.54318590124,0.3300969909475807,65,0
24079.786115857893,0.0915395359850586,33,0
35550.35032790368,0.2546980996444862,72,0
35626.860034814286,0.9591519715660113,65,0
29149.621668597152,0.38397880604439205,21,0
24177.919212033874,0.6747472261844306,24,0
32962.48210097059,0.4832114830202724,21,1
47637.77503975682,0.05442398322209574,45,0
37046.24279904061,0.49438876889029804,53,0
48409.741708059366,0.6762935031342185,74,0
81298.36132569982,0.32291323169364194,41,1
55657.91894105509,0.9113008693789354,51,0
59014.664563508224,0.43983928577045417,33,0
26387.9257717862,0.32340593129068695,71,0
82486.52271570436,0.09382761214047597,23,0
36829.72253818685,0.8550225587402857,47,0
42342.573917248505,0.3548566153298628,44,0
11094.151417559351,0.3594007548297572,29,0
25854.93597158301,0.24486552481742074,68,0
39635.809118015386,0.8144028590714936,72,0
23361.05308394506,0.7000433471916057,64,0
29575.089503384614,0.2308072749394673,68,0
27347.72939834483,0.6809403933165912,29,0
77194.23489343254,0.5662055108111965,53,0
28570.47749175854,0.09081887579116465,45,0
22374.228218172495,0.7285820250463868,66,0
44095.14548817611,0.6332242439205437,54,0
23303.469563680163,0.8085660986433212,47,0
61927.835126716614,0.2629952297427477,40,0
21881.172969968713,0.05527047950253916,68,0
41058.04732783881,0.9747830800398313,22,1
24152.986162284073,0.8517979905610048,42,0
39241.51489462348,0.8679760794339617,58,0
56737.16061169074,0.6381544227714125,23,0
28701.911111938643,0.5009402966098514,27,0
75654.32762992724,0.7701595828165524,21,0
77350.3073693719,0.16922801267934706,42,0
34814.32422252932,0.763969161715083,49,0
41939.73680638064,0.9694807750444396,71,0
24672.31945128692,0.008080888805477082,41,0
91190.57183170714,0.90621046680199,45,1
94705.290509298,0.7737319932881637,55,0
51798.2877649947,0.25652946598146664,44,0
75864.80742498545,0.07802392638381295,56,0
42437.22608219145,0.8153832370324028,67,0
31230.46340093803,0.7898267186355343,59,1
64558.386888280955,0.9730001526712292,50,0
15153.233014886522,0.07632761134388666,58,0
25893.0860879605,0.785125223975237,34,0
35359.229328929556,0.3530064710544525,72,0
13480.962097165644,0.3991184300347842,28,0
51935.06630099091,0.387559345714546,34,0
52192.26680619186,0.32943860638273204,69,0
32179.86495678459,0.34309248566319817,42,0
34044.29986384459,0.4675577907701184,25,0
25157.008427556124,0.784502334641706,63,0
36548.56665470866,0.4702870192036077,64,0
28660.92325581199,0.8780593068856728,27,0
52415.37573668551,0.49496475326196565,74,0
32910.60663994176,0.3416533885744305,40,0
56721.83242713799,0.20013399811842614,33,0
9697.591846683114,0.7361383506311158,35,1
19492.541516323556,0.4660103215258783,33,0
33503.87687582967,0.1465948630753363,45,0
165557.9634039925,0.8210349909653077,56,0
18621.24140283674,0.48290829731143237,69,0
106764.3325735941,0.0962607140587548,25,0
45496.14631177979,0.23281000154125586,57,0
70832.34788916749,0.9263839876625634,71,0
27763.35896996764,0.11774111700063794,60,0
46233.38078691234,0.40057706285486205,40,0
38135.55904669103,0.7279278752627694,62,0
27739.33481791772,0.2513161340443595,56,0
29404.642260809498,0.027196216811000484,57,0
36541.353041589864,0.1663114235270654,28,0
47105.442357606014,0.6102761379358277,39,0
45332.06819490382,0.029710059957349655,68,0
23210.044678991697,0.3281947113987522,51,0
43810.12849229971,0.17437520998764244,31,0
34215.95783045069,0.3552985117704327,39,0
15112.9808342172,0.16377465978199535,47,0
74973.7030964451,0.08078289438601283,53,0
43795.98324324684,0.2734944824728983,21,0
45348.5607662664,0.49167219207924395,74,0
52253.63008969651,0.21540562057833545,24,0
33163.46774457151,0.9527668737778662,34,1
24146.216869994027,0.916196466982927,58,1
38219.14117704165,0.8251722562384565,56,0
28981.179940245354,0.33785963410783004,37,0
53830.984296022034,0.2310928838667322,53,0
25700.453858834528,0.3819515457522277,47,0
60810.6214655182,0.5857270228555104,57,0
16967.47571376071,0.659368931579122,31,0
48152.30976098579,0.5575110017413024,43,0
35597.80674977851,0.42657664115906346,54,0
53064.984826458065,0.6330679498336466,58,0
55359.322452369954,0.2993128141485468,42,0
35090.39128622204,0.9118112349906075,38,0
51301.00518860107,0.439666600597719,30,0
41834.47102420466,0.6281313452742037,52,0
101674.0787821182,0.7873912463585643,64,0
29571.664975902848,0.8712530145294004,73,0
35198.701363934204,0.30680146292786015,50,0
50149.00907335387,0.6569077350058189,55,0
57023.12325337201,0.5987548357521392,34,0
20975.816861221138,0.8926087386651721,67,0
17365.61505788163,0.22660979606461407,29,0
67616.60410366305,0.8651567745525586,48,0
28752.40408355055,0.6276267841558136,33,0
26820.003561598653,0.6462980512338543,68,1
33971.02284223577,0.4616456467731631,54,0
24113.970284936997,0.5290442002349962,69,0
22037.83355624135,0.28404285791471884,61,0
51615.12006573775,0.4458005177044896,60,0
28213.0269945434,0.2296683783523139,24,0
37052.08627457217,0.7810165309548406,64,1
18552.45577620248,0.5560669599328982,29,0
29519.608079710368,0.41483625554612535,29,0
45680.761750633705,0.9550075386465214,66,0
18756.88791276788,0.45345413302491433,70,0
31484.68702915981,0.5116186543859198,48,0
32956.105069883015,0.3871976393427462,70,0
49771.96563780706,0.11524615671285043,26,0
37391.52425083652,0.8367478839329506,68,0
25371.81206058949,0.8894699239901082,64,0
61687.850573519645,0.4339319883189968,61,0
28055.427671064543,0.29085580113112297,63,0
16133.279800871931,0.14967422091831795,30,0
36398.54481242172,0.7593645991397654,66,0
30888.703744640643,0.12177102226814285,69,0
45560.75308698459,0.6796789148009104,21,0
32958.600895115356,0.0008139854392290591,38,0
43769.6664473458,0.701694430713575,30,0
16717.39751418331,0.6031181113324959,40,1
29734.892624229,0.07688450394233315,28,0
42035.65890575106,0.12816293755857755,67,0
25735.76756492595,0.3877007821802496,43,0
57029.19450334253,0.23218920914568453,68,0
16944.99366687579,0.4332863964664342,25,0
41245.66037630392,0.42778554403505775,56,0
30305.80733169302,0.13989291547993854,37,0
27721.00869332384,0.6266047028881258,54,0
43016.61197493942,0.411997109076216,42,0
32352.83375721634,0.26033435568446106,74,0
31137.676713111065,0.8027996686612423,41,0
70197.78006096542,0.4394166398236443,49,0
78144.20129993436,0.18293444149577243,44,0
23697.909540334043,0.17851655281803114,47,0
32925.77377123283,0.19630565554185464,74,0
21905.801843698835,0.9721472798560364,61,0
20564.980610882278,0.011436474728283574,37,0
48217.20600970218,0.7892351374509015,67,0
36740.40536333569,0.5025897752666268,37,1
49923.802292919434,0.2554808831198213,71,0
23630.83773055344,0.8016660229513235,70,0
54405.000045891255,0.10888379664933268,25,0
37077.97637854152,0.7564331719727586,69,0
21979.940284274286,0.7281643076352203,49,0
27536.578962159027,0.6619026056805974,66,1
89950.34750621146,0.5427343537552395,39,0
45104.77036884087,0.611889406611965,63,0
61065.386662165605,0.8628750804760486,43,0
34868.54031528639,0.5559863723619035,35,0
19319.52637380407,0.8433524092395727,25,0
66209.76146931485,0.2785672243694992,31,0
48136.03825612311,0.5826115962556084,57,0
47395.91656345454,0.03343622517896394,33,0
40389.01526675083,0.2153374494635072,72,0
44069.50228894487,0.2020886686958253,29,0
46887.77388223399,0.6360161604401458,34,0
15307.438670536827,0.8714855049898864,65,0
85597.69295316655,0.6508950072499505,28,0
58066.73187423945,0.05832401353542671,68,0
26202.31133769082,0.4141404210212667,57,0
37657.9026493773,0.5653843660370228,40,0
16672.314751146492,0.4591039175386702,73,0
36997.91279651824,0.4448890522967468,39,0
44276.52327648427,0.9970632957978641,47,0
63226.67844831292,0.08046073191680747,65,0
37238.7120940876,0.8999346707003258,62,0
32852.295329720095,0.731855257288611,45,0
31195.884264158718,0.3079514106990795,36,0
37008.53575598526,0.030146954558160743,65,0
31500.19397382854,0.9947589491288562,42,0
48584.59603310845,0.2276373179758192,41,0
42792.18193348709,0.26790964850225873,65,0
40791.01932746207,0.5365843599432053,62,0
39226.55977009201,0.26361469453898045,70,0
94529.2001859763,0.06143665811470678,24,0
21212.867346604395,0.9608662844172156,35,0
60130.72255270249,0.36819622467281743,41,0
19224.587757060428,0.7933409542182803,29,1
181266.34690539027,0.9074309408744233,54,0
29792.860851276557,0.9537618581811929,42,0
36400.17477263441,0.18656541886726996,42,0
41422.38803304667,0.6987935701907516,40,0
48117.11318745927,0.48242645309678633,64,0
21939.90280239738,0.2979834135411794,69,0
84093.81035384882,0.05783396037682831,46,0
34280.916515172554,0.4071010453556082,33,0
46656.03438586862,0.8070997445046306,74,0
96153.52579024812,0.954348039504503,50,0
24944.829087594142,0.9649819543701443,30,1
70405.79273276338,0.7549020327297846,30,0
88192.53158811084,0.2870915958536657,50,0
49690.75070902264,0.9036451308522077,32,0
29176.278227768285,0.3390372104992001,29,0
111867.0848203331,0.3240122230237338,44,0
71927.40329987879,0.32954652418106267,29,0
29901.217184307578,0.3768712009648949,57,0
37828.81723433653,0.7595277919543719,53,0
59751.92513518247,0.2631701698279322,40,0
51637.591750194595,0.8687790011289368,46,0
27554.223091973312,0.45255546821097137,42,0
33328.14638432149,0.6421587551762097,21,0
69941.57335723352,0.6661100938420386,32,0
52959.84361539125,0.8051110363282956,56,0
12451.461841174903,0.43832073311014375,24,0
137612.17018758575,0.5838577632051584,35,0
44263.225822824956,0.9899955480822952,37,0
32842.83175423879,0.4251832845710397,28,0
35942.633058366315,0.48483069068409856,56,0
53633.25818528297,0.02760013124467109,35,0
25142.519481087445,0.23837428700644891,38,0
37215.092716434534,0.7484376728168762,30,0
58674.01293701987,0.5957252523603643,62,0
59926.684786623126,0.5084014172780804,64,0
27749.440513286358,0.6893290987590086,33,0
42992.950191799704,0.054792791262344376,71,0
57009.07926438524,0.4978767513205803,60,0
34968.32621604526,0.5398684772303151,25,0
101367.78621968013,0.4765739583185683,57,0
68882.50906685845,0.6631013767297181,50,0
26225.888205011164,0.2995900071936113,46,0
32424.14775647697,0.03499283485050175,62,0
24745.29630086691,0.6263957839184793,54,0
42857.979955129966,0.3969779451508664,25,0
42348.26369938946,0.004121274423631749,37,0
39659.98262748142,0.13478828590228475,66,0
39685.641222582846,0.4231002632595051,71,1
43133.899123576295,0.30492683532358345,33,0
21322.12016460486,0.7877275043307662,34,0
109627.10297957633,0.11579839404457881,71,0
28401.345084445136,0.747253654263893,36,0
45259.64936391032,0.3396554154309347,56,0
19951.971386247664,0.005470140183915229,73,0
54986.795899376106,0.5588806261647656,27,0
30773.764651310827,0.2608225190441539,27,1
38426.07625440553,0.2704599266889848,49,0
55967.35958278857,0.59426121810791,69,0
34906.142121815414,0.9729108826473019,64,0
66908.38640551013,0.4156084722132629,33,0
56270.78657762796,0.7313334723140127,30,0
56439.594682098046,0.8257482497420157,37,0
47745.97388349167,0.5580406060408509,60,0
76753.69827955388,0.2222287732571514,40,0
31216.975119420305,0.17848305854375957,50,0
60366.82462648428,0.5033914293892283,70,0
17972.925184650612,0.6368658697289477,23,0
78010.9699923749,0.8545472102717588,68,0
60788.255177452345,0.7143557526055968,22,0
23488.765295974797,0.06584707407373458,29,0
43128.572532115446,0.26700227724205916,42,1
54097.74860991479,0.4160707296719911,34,0
46894.69369834294,0.45003429158916863,30,0
31774.411598622955,0.3620125094344757,61,0
35560.328462403224,0.058826678157257284,23,0
56052.439574565586,0.7478574802481415,44,0
33280.44404774008,0.48327578867729226,44,0
40253.89724062489,0.9732171317782151,38,0
52523.43171760941,0.2686171521844447,44,0
26316.436106599263,0.10909484845877626,30,0
31223.100085798815,0.3828675177063182,72,0
12331.677960404328,0.8488196300728823,49,1
23868.440889253485,0.4380809215809378,70,0
12574.94612606642,0.6931830333092613,27,1
45840.72722175515,0.6811148370926196,66,0
68597.01356544482,0.38669654939615883,33,0
26212.145670077167,0.5473118176972549,67,0
28419.26846571548,0.7106182604708854,64,0
12118.911376348664,0.23980479300602364,25,0
45390.10893125465,0.4223765010759625,63,0
26585.08256630945,0.7014547467854905,22,0
27240.494360413286,0.4443314377342298,37,0
38137.27797055798,0.7233062848501952,24,0
27269.187575206495,0.027351258209780238,67,0
44218.45057077024,0.8062035842708671,27,0
38680.874617219786,0.9846358420905145,35,0
35560.388488237324,0.459349757920717,65,0
56698.41550131863,0.5979460142523184,57,0
36843.535530483285,0.6173308539117183,38,0
18408.75459935778,0.7385251033389293,65,0
65050.9771075844,0.8870595689060817,29,0
51700.63644250398,0.2614372088842206,49,0
42595.053519335626,0.68668335755953,40,0
22424.892621958545,0.3536498595168549,63,0
24954.161354504642,0.7127375483911204,39,0
37653.13687681159,0.6087994116414949,63,0
48962.45170973486,0.3785583168738984,37,0
17557.956969995208,0.831555280857455,57,0
109598.40720766412,0.9183414595171918,62,0
26641.973856108914,0.9377163899741023,51,0
47185.30162997758,0.40555935284225264,38,0
40789.02861729365,0.18903668688393083,21,0
81161.52539108327,0.49908649569366725,68,0
25877.97266316946,0.9070989435706716,32,1
23254.608557029707,0.32394379502850346,69,0
28105.61921182854,0.05999812696663798,69,0
17429.624622681014,0.33808952120340663,45,1
78155.63336439781,0.5611781593346551,25,0
58655.350868316425,0.10468411638261221,71,0
35249.381448966684,0.04148000763851534,59,0
27530.680192347616,0.40436914570965543,39,0
71908.04144176366,0.24702140973257714,53,0
66275.54272488931,0.5791782161361373,58,0
24233.567900951184,0.6502377750941315,44,0
51048.171000091614,0.9337908770836327,26,0
39545.94173894341,0.6063638074791069,24,0
22972.204550086393,0.4615163690573094,73,0
36676.35962493119,0.98328475711365,49,0
38710.25547581725,0.334665661854194,47,0
60532.94414922369,0.3660312471178162,67,0
46387.912760118845,0.7043122682339599,33,1
17924.811506433638,0.8811629284849161,64,0
26011.23808806607,0.3820566878164938,45,0
40206.377949779955,0.7533896462486724,38,1
18571.22222073817,0.5977611152967859,53,0
62298.39353861156,0.45037561160517325,51,0
24649.214849830623,0.7495268858359212,36,0
23972.04301265859,0.9630928252821639,45,0
31181.575832365248,0.3603211596230679,35,0
21861.79064006177,0.444193974662345,30,0
23371.830530876057,0.20320458288167065,59,0
94589.82309101294,0.15942827748505295,72,0
44697.51305205618,0.3400961530073081,21,0
52369.63845854539,0.555899850993948,51,0
26476.14964717496,0.0945195020519467,39,0
25889.604233600578,0.14867584474993578,59,0
19316.163504092787,0.5382147983216815,23,0
30278.4408164869,0.13884312814025712,62,0
52393.360470682914,0.012016967128663625,38,0
71284.1525356571,0.5377893699929592,53,0
16947.96070802507,0.9109837795853413,33,0
11902.889176107252,0.025567378226816095,38,0
56561.76291733378,0.8050845741785153,71,0
25969.19470867681,0.07312774705030767,66,0
44485.83914164984,0.5081879289707587,44,0
50884.25272403699,0.1164423720615223,28,0
64715.53425989572,0.9960057342439509,28,1
32493.73558453915,0.26228885210161434,21,1
39179.13404565738,0.36930690547850165,46,0
